id;artist;date;language  ;text;ad category;topic;place;adress;LATITUDE;LONGITUDE
DG2003/1612;Anonym (Künstler_in);um 1900;1;"FIUMANER REISSTÄRKE; garantiert rein";household;washing powder;Rijeka;;45,327063;14,442176
DG2003/1613;Anonym (Künstler_in);um 1900;4;"Brázay Najád; kéz és arc krém";luxury;facial cream;Brázay;Hungary;46,190128;18,153565
DG2003/1614;Anonym (Künstler_in);um 1900;1;"KOHLENFRITZ (FRITZ & MASCHKE), WIEN, BRIGITTENAU; Holz & Kohlen; Schnell u. Billig";household;coal;Vienna;Brigittenau;48,242347;16,374249
DG2003/1616;Anonym (Künstler_in);1895;6;"NÁRODOPISNÁ VÝSTAVA CESKOSLOVANSKÁ V PRAZE; 1895";entertainment;exhibition;Prague;;50,084089;14,423677
DG2003/1618;Anonym (Künstler_in);um 1900;1;"WIENS SCHÖNSTES WEIN-ETABLISSEMENT FRANZ WOLF; PÖTZLEINSDORF, Gersthoferstrasse 103; Telefon  21.524; Schönster Staubfreier Garten; grosse Saallokalitäten; täglich Doppelkonzert; Spezialitäten-Quartett; Taroka-Kapellmeister Zeller; mit den besten Natur-Sändern und Sängerinnen; Vorzügliche Küche- Preisgekrönte Natur-Weine. Haltestelle der städt. Strassenbahn. Direkter Verkehr: Schottentor - Pötzleinsdorf. Eigener Aufstellungsplatz für Wagen u. Automobile";entertainment;restaurant;Pötzleinsdorf;Gersthoferstraße 103;48,236694;16,324296
DG2003/1619;Anonym (Künstler_in);um 1900;1;"N-Ö. LANDES-ZENTRALKINDERHEIM; UNENTGELTLICHE BERATUNGSSTELLE FÜR MÜTTER UND KOSTFRAUEN; Wien XVIII. Bezirk, Gersthoferstr. 93";household;charity ;Vienna;Gersthoferstraße 93;48,236342;16,325142
DG2003/1622;Anonym (Künstler_in);um 1900;1;"FRAUENREIZ; Licht- und Schattenbilder aus dem modernen Frauenleben";entertainment;book;Vienna;;48,208174;16,373819
DG2003/1625;Anonym (Künstler_in);um 1900;1;"Continental Pneumatic; Oesterreichisch-Amerikanische Gummifabrik-Actiengesellschaft; Wien, Breitensee";household;rubber company;Vienna;Breitensee;48,203902;16,293147
DG2003/1626;Anonym (Künstler_in);um 1900;1;"Central-Bad; Weihburggasse No. 20.";entertainment;bath;Vienna;Weihburggasse 20;48,205912;16,374598
DG2003/1632;Anonym (Künstler_in);um 1900;1;"STADT-PANOPTIKUM; Lebend! Die zusammengewachsenen Schwestern; Rosa und Josefa; Täglich bis 8 Uhr abends ohne Extra-Entree. Nur kurze Zeit!";entertainment;show;Vienna;Kohlmarkt 10;48,20894;16,367534
DG2003/1637/1;Anonym (Künstler_in);um 1900;1;"FLUSS- u. SEEFISCH-HANDLUNG; A. HOFBAUER'S NEFFE; 1. Führichgasse 12";household;shop;Vienna;Führichgasse 12;48,205216;16,368733
DG2003/1654;Anonym (Künstler_in);um 1900;1;"ANNA CSILLAG'S Haar- u. Bartwuchs-Pomade; Beste der Welt! Fabrik: Wien, 1. Graben 14";household;hair wax;Vienna;Graben 14;48,208666;16,369385
DG2003/1656;Anonym (Künstler_in);um 1900;1;"Was soll man lesen? Die Reichswehr! Grosse politische Zeitung. Schneidiges Kampfblatt; gut oesterreichisch! Frei von jeder Clique! Erscheint 2 mal täglich";politics;magazine;Vienna;;48,208174;16,373819
DG2003/1661;Anonym (Künstler_in);um 1900;1;"Für die Ferien! KODAK CAMERAS UND FILMS; Kodak Ges-m-b-h; 1 Graben 29";luxury;cameras;Vienna;Graben 29;48,2088;16,370505
DG2003/1667;Anonym (Künstler_in);um 1900;1;"VIVARIUM; HAUPTALLEE, K. K. PRATER; Täglich Nachmittags-Vorstellungen";entertainment;variete;Vienna;Prater;48,21423;16,402956
DG2003/1668;Anonym (Künstler_in);um 1900;1;WIENER VIVARIUM im K. K. PRATER;entertainment;variete;Vienna;Prater;48,21423;16,402956
DG2003/1678;Anonym (Künstler_in);um 1900;1;"Beinah hätt ich's vergessen!; ARMOUR'S FLEISCH-EXTRACT";food;meat extract;Hamburg;;53,551085;9,993682
DG2003/1680;Anonym (Künstler_in);um 1900;4;"""PACIFIC""; száraz tojá-liszt-készímény tzúktojásból.";food;dried egg;Budapest;Üllüi-Út 89;47,482351;19,079132
DG2003/1683;Anonym (Künstler_in);um 1900;1;"LOOPING THE DUPLEX LOOP; DOPPELSCHLEIFENFAHRT; patentiert in allen Staaten";entertainment;show;USA;;37,09024;-95,712891
DG2003/1685;Anonym (Künstler_in);um 1900;1;DAS SAUERKRAUT DER LANDW. SAUERKRAUT-GENOSSENSCHAFT IN MÖDRITZ (bei Brünn) ist welberühmt!;food;sauerkraut;Modřice;;49,12789;16,614417
DG2003/1690;Anonym (Künstler_in);um 1900;1;"Pomril, Apfel-Getränk; naturrein; perlend-alkoholfrei; Pomril-Werke, Wien XIX.";food;apple juice;Vienna;;48,208174;16,373819
DG2003/1694;Anonym (Künstler_in);um 1900;1;"PETROWATZER SCHLOSSLIKÖR; Eigenes Erzeugnis nach überlieferten Rezepten; Alleinverkauf; WILHELM LÖW, BRÜNN, OESTERREICH";food;liqueur;Brno;;49,19506;16,606837
DG2003/1695;Anonym (Künstler_in);um 1900;1;"König ist unser Kind! Spielwaren Franz Frankl; Stadtbahnstation Margaretengürle. U/2 Schönbrunnerstr. 125";entertainment;toys;Vienna;Schönbrunnerstr. 125;48,188267;16,346753
DG2003/1696;Anonym (Künstler_in);um 1900;1;"ETABLISSEMENT HERMINE FERRY; I. TEGETTHOFSTRASSE 1; Grinzinger Wintergarten";entertainment;etablissement;Vienna;Tegetthoffstrasse 1;48,205293;16,370056
DG2003/1697;Anonym (Künstler_in);um 1900;1;"ETABLISSEMENT; Süsses Mädl; MIRZL KIRCHNER; KÄRNTNERSTRASSE 8";entertainment;etablissement;Vienna;KÄRNTNERSTRASSE 8;48,207262;16,371495
DG2003/1700;Anonym (Künstler_in);um 1900;1;SWIFT STEYR;travel;bicycle;Steyr;;;
DG2003/1702;Anonym (Künstler_in);um 1900;11;"Fiumanska; FABRYKA KAKAO i CZEKOLADY; FIUME";food;chocolate;Rijeka;;45,327063;14,442176
DG2003/1703;Anonym (Künstler_in);um 1900;1;"EXPRESS-PNEUMATIC; Bicycles - Automobiles - Motocycles; ÖSTERR. ACTIENGESELLSCHAFT FÜR GUMMI-INDUSTRIE; WIEN IX. KOLINGASSE 7";household;rubber company;Vienna;KOLINGASSE 7;48,216025;16,362495
DG2003/1704;Anonym (Künstler_in);um 1900;1;"Tanningene, Orientalische Rosenmilch; Voila Leffet; OSAN, Sonnenblumen Oel-Seife; Anton J. Czerny Wien 18/1; Prospecte gratis";household;soap;Vienna;;48,208174;16,373819
DG2003/1706/1;Anonym (Künstler_in);1909;1;TUNGSRAM;household;metal wire lamp;Budapest;;47,497912;19,040235
DG2003/1706/2;Anonym (Künstler_in);1909;1;TUNGSRAM;household;metal wire lamp;Budapest;;47,497912;19,040235
DG2003/1709;Anonym (Künstler_in);1913;1;Thom. Alva Edison Kinetophon;luxury;sound and picture machine;;;;
DG2003/1713/1;Anonym (Künstler_in);um 1900;1;"Kathreiner Kneipp-Malz-Kaffee; zur Hälfte mit Bohnen-Kaffee biete die wohlschmeckendste Kaffee-Mischung";household;malt coffee ;Munich;;48,136916;11,575994
DG2003/1714;Anonym (Künstler_in);um 1900;1;"Weg zum Wohlbehagen u. zur Sparsamkeit; Der beste Familienkaffee: Kathreiners Kneipp Malzkaffee ist nur echt in Paketen mit dem Namen u. Bild Pfarrer Kneipp";household;malt coffee ;Munich;;48,136916;11,575994
DG2003/1718;Anonym (Künstler_in);um 1900;4;"Vigyázz! Ne Tévedj! Márvány a neve, pillango a jegye; a habzó és illatos; Brázay Márvány Szappannak. BRÁZAY MÁRVÁNY SZAPPAN; kapható mindenütt";household;soap;Brázay;Hungary;46,190128;18,153565
DG2003/1719;Anonym (Künstler_in);um 1900;1;"KOBERSDORFER WALDQUELLE SAUERBRUNN; HAUPT-DEPOT: JOSEF SIEGMUND, WIEN, II, Nordbahnstrasse 44.";food;mineral water;Vienna;Nordbahnstraße 44;48,221593;16,389482
DG2003/1720;Anonym (Künstler_in);um 1900;1;"MOTOR FAHRZEUGE; General-Vertretung Oesterreich-Ungarn; Fahrzeugfabrik Eisenach; Adolf H. Paduchs Nachf., I. Fichtegasse 2a.";travel;car;Eisenach;Fichtegasse 2a;50,979571;10,314687
DG2003/1725/1;Anonym (Künstler_in);um 1900;1;"Gebrüder Stingl Pianoforte-Fabriken mit Dampfbetrieb; WIEN";household;pianos;Vienna;Ungargasse 27;48,202168;16,387459
DG2003/1727;Anonym (Künstler_in);um 1900;1;"Electrische Equipagen u. Automobil-Beleuchtung; Société Lumière, WIEN, I., Giselastrasse No. 6";travel;"electric lamp; electric carriage";Vienna;Giselastrasse 6;48,208174;16,373819
DG2003/1729;Anonym (Künstler_in);um 1900;1;"WIENER FRIEDHOFSKUNST; Friedhofs- Gruft - und Grabanlagen und alle einschlägigen Objekte in allen Materialien nach künstlerischen Entwürfen; I. KÄRNTNERSTR. 15";entertainment;exhibition;Vienna;KÄRNTNERSTR. 15;48,206765;16,371688
DG2003/1736;Anonym (Künstler_in);um 1900;3;"Café Universal; Société Francaise, VIENNE.";entertainment;club;Vienna;;48,208174;16,373819
DG2003/1737;Anonym (Künstler_in);um 1900;1;"Soeben eröffnet! PANOPTICUM, I. Kärntnerstrasse 42; Permanente plastische Kunstausstellung;";entertainment;exhibition;Vienna;Kärntnerstrasse 42;48,201946;16,369092
DG2003/1745;Anonym (Künstler_in);um 1900;6;OBRÁZKOVÉ DEJINY NÁRODA CESKÉHO;entertainment;exhibition;Vienna;;48,208174;16,373819
DG2003/1749;Anonym (Künstler_in);um 1900;3;"THE COLLOID-WOLFRAM LAMP Co. CAIRO - ALEXANDRIA; Lampe Colloid Wolfram; la Meilleure des Lampes à filament en métal économisant au courant 70%";household;wofram lamp;Cairo;;30,04442;31,235712
DG2003/1754;Anonym (Künstler_in);um 1900;1;"Illustrirtes Wiener Extrablatt; Das Extrablatt, das billigste und verbreitetste Blatt Oesterreichs bringt alle Neuigkeiten des Tages rasch und ausführlich. Täglich 3 hochinteressante Romane. Das Abonnement kann mit jedem Tage beginnen.";entertainment;newspaper;Vienna;;48,208174;16,373819
DG2003/1756/1;Anonym (Künstler_in);um 1900;1;GRUNDNER & LEMISCH, KLAGENFURT. FABRIK IN FERLACH. Elegant - leicht - dauerhaft;travel;bicycle;Klagenfurt;;46,63646;14,312225
DG2003/1774;Anonym (Künstler_in);um 1900;3;"Heller's Bonbons Chocolat; G.&W. Heller Wien.";food;sweets;Vienna;;48,208174;16,373819
DG2003/1775;Anonym (Künstler_in);um 1900;1;"MAGGI'S WÜRZE mit dem Kreuzstern; verbessert fade Suppen";food;spice;Singen;Germany;47,767097;8,872239
DG2003/1778;Anonym (Künstler_in);um 1900;1;"METALLFADENLAMPE TUNGSRAM; 75% Stromersparnis; ""TUNGSRAM"" GLÜHLAMPEN- UND ELEKTRICITÄTS-GESELLSCHAFT m.b.H.; WIEN, IV., MÖLLWALDPLATZ 2. FAVORITENSTRASSE 32.";household;metal wire lamp;Vienna;Möllwaldplatz 2;48,192164;16,370264
DG2003/1785;Anonym (Künstler_in);um 1900;1;"OLI-POLI; Polier-Rädchen für Fingernägel";luxury;nail polishing machine;;;;
DG2003/1786;Anonym (Künstler_in);um 1900;3;"VELMA; Chocolat extra fondant; SUCHARD";food;chocolate;Switzerland;;46,818188;8,227512
DG2003/1787;Anonym (Künstler_in);um 1900;1;"PIETZNERS FARBENPHOTOS; manuelle Vereinigung; der Farbe mit der Photographie; fascinierende Wirkung, absolute Aehnlichkeit; auesserst billig; Patente in allen Kulturstaaten angemeldet";luxury;photography;Habsburg empire;;;
DG2003/2425;Anonym (Künstler_in);nach 1905;1;"JAPAN; BRAKLS MODERNE KUNSTHANDLUNG; Goethestr. 64";entertainment;exhibition;Munich;Goethestraße 64;48,132349;11,558101
DG2003/2426;Anonym (Künstler_in);um 1900;1;"HANS KRAEMER; DAS XIX. JAHRHUNDERT IN WORT UND BILD; DEUTSCHES VERLAGSHAUS BONG & Co.; BERLIN, LEIPZIG, WIEN, STUTTGART.";entertainment;book;Berlin;;52,520007;13,404954
DG2003/2434;Anonym (Künstler_in);um 1900;1;"MÜNCHNER ILLUSTR. WOCHENSCHRIFT FÜR KUNST & LEBEN; Jugend; Quartal M. 3,40 - Nummer 30 Pf. Pro 1 Monat (4-5 Nummern) M.1,20.; Zu beziehen durch alle Buchhandlungen, Postämter und Zeitungsverkäufer";entertainment;magazine;Munich;;48,136916;11,575994
DG2003/2436;Anonym (Künstler_in);um 1900;1;"VILLEN-COLONIE SOLLN BEI MÜNCHEN; An der südlichen Stadtgrenze 50mtr. Höher gelegen wie München in Mitte grosser Staatswaldungen. Doppelte Vorortsverbindung: Hauptbahnhof & Isartalbahn; Post-Stadttelefonnetz - Quellwasserleitung - elektr. Beleuchtung. Auskunft: Solln-Villenkolonie: Baugeschäft-Kaufmann; München: J.Buchauer, Hefsstrasse 82.";household;house planning;Munich;Solln;48,076886;11,516269
DG2003/2437;Anonym (Künstler_in);um 1900;1;"BAD HALL; OBER-ÖSTERREICH; Aeleteste und kräftigste Jodheilquelle Europas";travel;destination;Bad Hall;;48,03807;14,208857
DG2003/2438;Anonym (Künstler_in);um 1900;1;"Augsburg; ehemals frei Reichsstadt; Althistorische Sehenswürdigkeiten; Berühmte Baudenkmäler, Marlische Strassenbilder; 50 Minuten Fahrzeit von München, Gute Hotels, 2 Stunden Fahrzeit von Nürnberg; Verein zur Hebung des Fremdenverkehrs";travel;destination;Augsburg;;48,370545;10,89779
DG2003/2443/1;Anonym (Künstler_in);um 1900;2;"ATHLETA; THE STRONG LADY; THE CHAMPION OF THE WORLD (oberer Teil)";entertainment;show;Paris;32 Rue Richer;48,874204;2,344856
DG2003/2443/2;Anonym (Künstler_in);um 1900;2;"ATHLETA; THE STRONG LADY; THE CHAMPION OF THE WORLD (unterer Teil)";entertainment;show;Paris;32 Rue Richer;48,874204;2,344856
DG2003/2449;Anonym (Künstler_in);um 1900;1;"Verlangen Sie ueberall; H. KIELHAUSER'S Parfumerie & Toilette-Seife";household;soap;Graz;;47,070714;15,439504
DG2003/2472;Anonym (Künstler_in);um 1900;1;"Metoula Sprachführer; Eine verkürzte Methode Toullaint-Langescheidt in jeder Buchhandlung vorrätig. Langenscheidtsche Verlagsbuchhandlung Berlin-Schöneberg";entertainment;dictionary;Berlin;Schöneberg;52,48985;13,353238
DG2003/2475;Anonym (Künstler_in);um 1900;1;"PLAKATE und effektvolle bildliche REKLAMEN fertigen wir in dem zur Zeit mit Recht so beliebten OFFSETDRUCK; Ausgezeichnet auf der ""Bugra"" mit dem hohen Preis der Stadt Leipzig; Kunstdruckerei Gebr. Feyl, Berlin, ";luxury;prints;Berlin;;52,520007;13,404954
DG2003/2477;Anonym (Künstler_in);1909;1;"DEMO; STERILISATOR; KOCHT, KUEHLT UND CONSERVIERT KINDERMILCH; Thermos-AG";household;steriliser;Germany;;51,165691;10,451526
DG2003/2485;Anonym (Künstler_in);um 1900;1;KUPFERBERG GOLD;food;champagne;Mainz;;49,999001;8,268633
DG2003/2486;Anonym (Künstler_in);um 1900;1;"STYRIA; Niederlage: I., Kärntnerring 15; Sommer-Fahrschulen IV., Wohllebengasse 15, IX., Grünethorgasse 12; Bureaux und Reparatur-Werkstätte III., Marxergasse 4.";travel;bicycle lessons;Vienna;Kärntnerring 15;48,201817;16,373255
DG2003/2488;Anonym (Künstler_in);um 1900;1;"Wir Alle lesen die Sonntagszeitung für Deutschlands Frauen; vielseitigste Familien- und Modezeitschrift";entertainment;magazine;Germany;;51,165691;10,451526
DG2003/2489;Anonym (Künstler_in);um 1900;1;"Pelikan-Tinte; GÜNTHER WAGNER; HANNOVER - WIEN; LONDON - BERLIN.";household;ink;Hannover;;52,375892;9,73201
DG2003/2490;Anonym (Künstler_in);um 1900;1;"Weil-Rad; Weilwerke G.m.b.H., Rödelheim-Frankfurt a. M.";travel;bicycle;Frankfurt am Main;;50,110922;8,682127
DG2003/2495;Anonym (Künstler_in);um 1900;3;"MLLE POLAIRE, PARIS; DÜSSELDORFER FILM-MANUFAKTUR, LUDWIG GOTTSCHALK";entertainment;film;Dusseldorf;;51,227741;6,773456
DG2003/2496;Anonym (Künstler_in);um 1900;1;"ACHTUNG! Wir alle laufen zu Karl Mark Hutmacher Marburg; Tegetthoffstrase 35; Nur dort bekommt man die besten, schönsten, neuesten und billigsten Herren- und Knaben- Filz- und Wollhüte; Grosses Lager on Loden- und Buren-Hüte. Grosse Auswahl in Filzschuhe und Filzstiefel, Einlagesohlen; Sport u. Winterkappen.";household;hats;Marburg;Tegetthoffstrasse 35;50,802173;8,766793
DG2003/2601;Anonym (Künstler_in);um 1900;1;"Günther's Brauerei; HALLE a/SAALE";food;beer;Halle an der Saale;;51,491816;11,973139
DG2003/2602;Anonym (Künstler_in);um 1900;1;"FARBEN-FABRIKEN BERGER & WIRTH; LEIPZIG";household;paint;Leipzig;;51,339695;12,373075
DG2003/2603;Anonym (Künstler_in);um 1900;3;"Menagères, vous pouvez èconomiser beaucoup d'argent en employant le; Malt Kneipp; marque Kathreiner; remplae le Café. Breveé MUNICH (Bavière)";food;malt coffee ;Munich;;48,136916;11,575994
DG2003/2604;Anonym (Künstler_in);um 1900;1;"JUSTUS WALDHAUSEN; MÜNCHEN; ""SUN"" FAHRRÄDER; 1a Qualitätsmarke";travel;bicycle;Munich;;48,136916;11,575994
DG2003/2605;Anonym (Künstler_in);um 1900;1;"BORUSSIA; Malz-Bier; ärztlich empfohlen für Mutter u. Kind; BORUSSIA; Malz-Bier; BORUSSIA-BRAUEREI A.G., Berlin-Weissensee";food;beer;Berlin;;52,520007;13,404954
DG2003/2606;Anonym (Künstler_in);um 1900;1;"BRUNA; Beste Marke; Erste Mährische FAHRRADWERKE BRÜNN; NIEDERLAGE: WIEN; I KÄRNTNERSTRASSE 28; eigene, mit allem Comfort ausgestattete Fahrschule";travel;bicycle lessons;Vienna;Kärntnerstrasse 28;48,205017;16,370683
DG2003/2608;Anonym (Künstler_in);um 1900;1;"METZELER'S PNEUMATIC; METZELER & CO; KGL. BAYER. HOF-GUMMI-WAAREN-FABRIK; MÜNCHEN; WIEN VII/2.";household;rubber company;Munich;;48,136916;11,575994
DG2003/2611;Anonym (Künstler_in);um 1900;1;"Nr. 4711; Fettpuder; Ferd. Mülhens, Köln; Filiale, Wien";luxury;powder;Cologne;;50,937531;6,960279
DG2003/2612;Anonym (Künstler_in);um 1900;1;"SAHARET; Des Lebens Würfelspiel; MONOPOL-FILM, BOCHUM; ANNA CHRISTENSEN; WIEN VI., MARIAHILFERSTRASSE 53";entertainment;film;Bochum;;51,481845;7,216236
DG2003/2613;Anonym (Künstler_in);um 1900;1;"Englisch, Französisch Deutsch; Ohn' Fleiß kein Preis; Spanisch und Russisch soeben erschienen; **he Sprachen nach der Original Methode; TOUSSAINT-LANGENSCHEIDT; Unterrichtsbriefe, Wörterbücher.; Sicherer Erfolg ohne Vorkenntnisse! Probebriefe in jeder  Buchhandlung; Pro Langenscheidt-Verlag (Prof. G. Langenscheidt) Berlin.";entertainment;language learning;Berlin;;52,520007;13,404954
DG2003/2614;Anonym (Künstler_in);um 1900;1;"KÜNSTLERFARBEN, MALTUCH; DR. FR. SCHOENFELD & CO.; DÜSSELDORF";luxury;paint;Dusseldorf;;51,227741;6,773456
DG2003/2619;Anonym (Künstler_in);um 1900;1;"5 neue Spiele von L. Meggendorfer; Schneider Meck Meck Mech; Lustiges Familienspiel; Lustiges Affenspiel; Das Kränzchenspiel; Was kann ich brauchen?; Die so beliebten 20 Meggendorferspiele; die sind die Lustigsten; Verlag von Gustav Weise, STUTTGART";entertainment;games;Stuttgart;;48,775846;9,182932
DG2003/2846;Anonym (Künstler_in);um 1895;2;"MAC FADDEN PHYSICAL DEVELOPMENT; Weakness a crime. Don't be a criminal; 2d; Monte Spencer, Launceston Elliott; 12 and 13 Red Lion Court, Fleet St, London";entertainment;sports ground;London;12 Red Lion Court, Fleet Street;51,514651;-0,108901
DG2003/3791;Anonym (Künstler_in);um 1900;1;"Fabrik fotografischer Apparate; Trockenplatten (Schutzmarke Germania) u. Bedarfsartikel. LANGER & COMP. Centrale: Wien, III. Landstrasse-Hauptstrasse 95";luxury;photo camera;Vienna;Landstrasse-Hauptstrasse 95;48,199196;16,394693
DG2003/3792;Anonym (Künstler_in);um 1900;1;"Fabrik fotografischer Apparate; Trockenplatten (Schutzmarke Germania) u. Bedarfsartikel. LANGER & COMP. Centrale: Wien, III. Landstrasse-Hauptstrasse 95";luxury;photo camera;Vienna;Landstrasse-Hauptstrasse 95;48,199196;16,394693
DG2003/3797;Anonym (Künstler_in);um 1900;1;"Marseillaise; Parisienne; 2 französische Volksmärsche FÜR DAS PIANOFORTE; Wien; bei H. F. Müller, Kunst- und Musikalienhändler, Kohlmarkt";luxury;sheet music;Vienna;Kohlmarkt;48,208957;16,36787
DG2003/3798/1;Anonym (Künstler_in);1914;1;"Das erbliche Laster; MONOPOLFILM ""DAS KINO"", GESELLSCHAFT FÜR KINOINDUSTRIE UND FILMVERTRIEB M. B. H.";entertainment;film;Vienna;;48,208174;16,373819
DG2004/1145;Anonym (Künstler_in);um 1900;3;"THÉÂTRE SARAH-BERNHARDT; FRANCESCA da RIMINI";entertainment;play;Paris;2 Place du Châtelet;48,857331;2,348151
DG2004/1146;Anonym (Künstler_in);um 1900;3;"THÉÂTRE DES BOUFFES-PARISIENS; LE VALET DE COEUR; MUSIQUE DE RAOUL PUGNO";entertainment;play;Paris;22 Rue de Paradis;48,874923;2,353271
DG2004/1207;Anonym (Künstler_in);um 1900;3;"CERAMIQUE D'ART; H. COPILLET & Cie.; NOYON (Oise)";luxury;ceramics;Paris;27 Rue de Paradis;48,87503;2,352038
DG2004/1209;Anonym (Künstler_in);um 1900;3;"Un seul Vin; Un seul Prix; ETIENNE VOISIN, NARBONNE; Vin vieux renommé à 50c le litre; nu pris en cave à la Propriété; Sur facture le Vin est Garantie Naturel pur jus de Raisins Frais";food;wine;Narbonne;;43,184277;3,003078
DG2004/1215;Anonym (Künstler_in);um 1900;3;"Amaryllis du Japon; PARFUM NOUVEAU; DELETTREZ PARFUMEUR; PARIS";luxury;perfume;Paris;;48,856614;2,352222
DG2004/1941;Anonym (Künstler_in);um 1895;2;"THE ROULETTE CYCLE Co. LIMITED; Speed & Strength; Gosford St; COVENTRY; England";travel;bicycle;Coventry;Gosford Street;52,407785;-1,495656
DG2004/1951;Anonym (Künstler_in);um 1900;1;LIEBIG'S Fleisch-Extract;food;meat extract;Uruguay;;-32,522779;-55,765835
DG2004/1952;Anonym (Künstler_in);um 1900;2;HIGNETT'S REAL JAM TOBACCO;luxury;tobacco;;;;
DG2004/1960/1;Anonym (Künstler_in);um 1900;2;"MIDLAND RAILWAY; NEW EXPRESS ROUTE TO THE NORTH OF IRELAND via HEYSHAM";travel;ship;Heysham;;54,04199;-2,894475
DG2004/1962;Anonym (Künstler_in);um 1900;2;"""CLUB CYCLES""; COVENTRY MACHINISTS Co. LIMITED";travel;bicycle;Coventry;;52,406822;-1,519693
DG2004/1963;Anonym (Künstler_in);um 1900;3;"MELROSE; RÉGÉNERATEUR FAVORI DES CHEVEUX";luxury;hair;Paris;;48,856614;2,352222
DG2004/1966/1;Anonym (Künstler_in);um 1900;2;"BOVRIL; 30 Farringdon Street E.C.";food;soup;London;30 Farringdon Street;51,516152;-0,104359
DG2004/2679;Anonym (Künstler_in);1895;3;"VILLE de BRAINE le-Comte; 1895; GRANDE FOIRE CARNAVALESQUE";entertainment;ball;Braine-le-Comte;Grand Place 39;50,610753;4,136712
DG2004/2721;Anonym (Künstler_in);um 1900;3;"FARINE RENAUX; Adoptée dans les crèches & Hópitaux; ALIMENT LE PLUS PARFAIT DE L'ENFANT; Supérieur à tous les produits similaires; Alfred Renaux Duffel";food;kidney flour;Duffel;;51,09539;4,5052
DG2004/2768;Anonym (Künstler_in);um 1900;3;"LA SUISSE ILLUSTRÉE par le CHOCOLAT SUCHARD; HOSPICE DU GRAND ST. BERNARD";food;chocolate;Switzerland;;46,818188;8,227512
DG2004/3775;Anonym (Künstler_in);um 1900;7;"NEDERLANDSCHE VEREENIGING TOT BESCHERMING VAN VOGELS; SPAAR DE VOGELS";entertainment;bird welfare club;Netherlands;;52,132633;5,291266
DG2004/4173;Anonym (Künstler_in);um 1900;1;"Ronacher; Direktion: L. MITTLER.";entertainment;theatre;Vienna;;48,208174;16,373819
DGNF5514;Anonym (Künstler_in);um 1900;1;"WIENER MODE; mit dem Beiblatte: ""Wiener Kindermode""";entertainment;magazine;Vienna;;48,208174;16,373819
DGNF5515;Anonym (Künstler_in);um 1900;1;"DALMATIEN-FAHRTEN; Viaggi in Dalmazia; Voznje Po Dalmacijji; REISE- u. TOUREN-KARTE; des oester. Ung. Küstenlades u. dessen Inseln; bearbeitet von C.A. Wilmersdorf; VERLAG VON MORITZ PERLES - WIEN";entertainment;book;Vienna;;48,208174;16,373819
DGNF5899;Anonym (Künstler_in);um 1900;1;"KINDERMODEN-PALAIS; IGNAZ BITTMANN; Wien I; KÄRNTHNERSTR. 20";luxury;clothes;Vienna;Kärntnerstrasse 20;48,205895;16,371175
DGNF6339;Anonym (Künstler_in);um 1900;1;"WIENER COLOSSEUM; CONCERT der Buren-Capelle";entertainment;concert;Vienna;Nussdorferstrasse 24;48,225328;16,355148
DGNF6870;Anonym (Künstler_in);um 1900;1;"WIENER COLOSSEUM; SHELBY Der Original-Ausbrecher-König mit dem New Yorker Hinrichtungs-Apparat";entertainment;show;Vienna;Nussdorferstrasse 24;48,225328;16,355148
DGNF6871;Anonym (Künstler_in);um 1900;1;"WIENER COLOSSEUM; SHELBY Gefesselt in der elektrischen Hinrichtungs-Maschine von New-York";entertainment;show;Vienna;Nussdorferstrasse 24;48,225328;16,355148
DGNF7572/1;Anonym (Künstler_in);um 1900;1;"Colosseum-Zeitung; erscheint täglich 1/2 11h abends; Verantwortl. Redacteur: Richard Waldemar";entertainment;newspaper;Vienna;;48,208174;16,373819
DGNF9320;Anonym (Künstler_in);um 1900;1;"AL HUGO LHOTA; FLÜGEL-, PIANINO-, HARMONIUM- UND ORGEL-FABRIK; KÖNIGGRÄTZ, WIEN, PRAG, BRÜNN";luxury;pianos;Hradec Králové;;50,210361;15,825211
DGNF9324;Anonym (Künstler_in);um 1900;4;"M. KIR. ÁLLAMVASUTAK; KÖN. UNG. STAATSBAHNEN";travel;destination;Hungary;;47,162494;19,503304
DG2004/506;Anquetin Louis (Künstler_in);um 1900;3;"LE RIRE; Journal Humoristique illustré";entertainment;magazine;Paris;;48,856614;2,352222
DG2004/789;Sem (Künstler_in);um 1900;3;"LA REVUE DES FOLIES-BERGÈRE; FÔÔTITT";entertainment;show;Paris;32 Rue Richer;48,874204;2,344856
DG2003/81;Basch Árpád (Künstler_in);um 1900;1;"Bad Pöstyén, Ungarn; bei Gicht, Ischias";travel;destination;Pistyan;;48,591797;17,827155
DG2003/1932;Gabel Paul (Künstler_in);um 1900;1;AUSSTELLUNG VON ORIGINAL-RADIERUNGEN IM KUNSTGEWERBE-MUSEUM - DÜSSELDORF;entertainment;exhibition;Dusseldorf;;51,227741;6,773456
DG2004/2762;Weber Johannes (Künstler_in);1895;1;"BODENSEE und RHEIN; Fahrplan ab 1. Mai 1895";travel;train;Bodensee;;47,636338;9,389245
DG2004/524;Berthon Paul (Künstler_in);1895;3;"SALON des 100; 17e EXPOSITION";entertainment;exhibition;Paris;31 Rue Bonaparte;48,85494;2,333942
